iso3c|year|fmratio
MMR|2009|66.272565313267
MMR|2010|65.7696730326967
MMR|2011|65.5130099421502
MMR|2012|65.1925032324475
MMR|2013|64.8534985330966
MMR|2014|64.565626460225
MMR|2015|64.3392594843742
MMR|2016|63.2206044732044
MMR|2017|62.1050848782521
MMR|2018|63.2120026092629
MMR|2019|61.6613843982209
MMR|2020|58.8780988473078
MMR|2021|58.8769232975322
MMR|2022|58.8940687083124
MMR|2023|59.4001860997781
NAM|1991|75.9211004248196
NAM|1992|76.2282744743888
NAM|1993|76.5898573541339
NAM|1994|76.9898928611346
NAM|1995|77.0012091898428
NAM|1996|77.0197661923215
NAM|1997|77.0457834495461
NAM|1998|76.8770046475093
NAM|1999|76.7111241389418
NAM|2000|76.5500923735131
NAM|2001|77.2613207699904
NAM|2002|77.974929235746
NAM|2003|78.6855840860979
NAM|2004|79.3965224972151
NAM|2005|80.107743673285
NAM|2006|80.8163331077379
NAM|2007|81.5254837567211
NAM|2008|82.233265785326
NAM|2009|82.9412898872072
NAM|2010|83.646344986998
NAM|2011|84.3497923248392
NAM|2012|85.0548746294961
NAM|2013|89.9129607171914
NAM|2014|88.274138303453
NAM|2015|86.2540168324407
NAM|2016|84.2728348966397
NAM|2017|86.2563368892483
NAM|2018|88.3897102212015
NAM|2019|88.3987240829346
NAM|2020|88.0398563092277
NAM|2021|89.3261070634624
NAM|2022|87.1645366153458
NAM|2023|87.6890934510439
NPL|1991|33.5538272615636
NPL|1992|33.8892540256326
NPL|1993|34.2710238789737
NPL|1994|34.6695074819146
NPL|1995|35.0600377096358
NPL|1996|35.0644408781828
NPL|1997|35.0702198402064
NPL|1998|35.1064885243733
NPL|1999|35.2213735409847
NPL|2000|35.4528766806132
NPL|2001|35.4423051475453
NPL|2002|35.5013819241018
NPL|2003|35.6474194350095
NPL|2004|35.8892191209922
NPL|2005|36.2674530974041
NPL|2006|37.1062547098719
NPL|2007|37.8518044707783
NPL|2008|38.5373119171335
NPL|2009|39.2674080002725
NPL|2010|40.1543871687109
NPL|2011|41.1090362070754
NPL|2012|42.4258816549462
NPL|2013|44.0413411171273
NPL|2014|45.7670682730924
NPL|2015|47.4389339890434
NPL|2016|49.2862358525009
NPL|2017|50.7919280366439
NPL|2018|51.9075080403682
NPL|2019|52.6129695107277
NPL|2020|52.6140488754163
NPL|2021|53.431989333133
NPL|2022|52.7693051629222
NPL|2023|53.1683351872451
NLD|1991|63.1027637377335
NLD|1992|65.5535978174378
NLD|1993|66.4105488239487
NLD|1994|67.7460092231288
NLD|1995|68.6082810681954
NLD|1996|70.0041144673184
NLD|1997|70.8061519549639
NLD|1998|71.2980775884738
NLD|1999|73.5064035998616
NLD|2000|73.9813196416867
NLD|2001|74.9656719461627
NLD|2002|75.3919995685645
NLD|2003|77.1025487092725
NLD|2004|77.9008547008547
NLD|2005|77.8223776223776
NLD|2006|78.7936187229027
NLD|2007|79.8231466548023
NLD|2008|80.4663798334161
NLD|2009|81.3257177629031
NLD|2010|82.4903762398494
